Sube una imagen,Imagen con rostro,Resultado del modelo,Mapa de Calor (Grad-CAM),timestamp
.gradio\flagged\Sube una imagen\4a70bb1ba467648c3ce2\foto_2.jpg,,,,2025-10-22 23:52:12.974115
